,Material Category,Material Type,Jurisdiction(s),Business Group,Total Disposed Tons,Material Tons Disposed,Percent of Disposal,Total Curbside Recycle Tons,Material Tons in Curbside Recycle,Percent of Curbside Recycle,Total Curbside Organics Tons,Material Tons in Curbside Organics,Percent of Curbside Organics,Total Other Diversion Tons,Material Tons in Other Diversion,Percent of Other Diversion,Material Tons Generated (Sum of all Streams),Percent of Total Generation
34,Plastic,Film Products,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0.6689527451,0.0001262495523,713.6911121,0.1087860458,0.0001524273511,47.60439847,0,0,598.5125009,0,0,0.7777387909,0.0001168045629
35,Plastic,Other Film - Other,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,91.50606817,0.01726968045,713.6911121,27.02117303,0.03786115949,47.60439847,0,0,598.5125009,0,0,118.5272412,0.01780099278
36,Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,15.22454241,0.002873284665,713.6911121,5.341233127,0.007483956345,47.60439847,0,0,598.5125009,0,0,20.56577554,0.003088667367
37,Plastic,Durable Plastic Items - Other,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,23.34956122,0.004406696397,713.6911121,15.0262704,0.02105430507,47.60439847,0,0,598.5125009,0,0,38.37583162,0.005763467493
38,Plastic,Remainder / Composite Plastic,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,186.7520781,0.03524518948,713.6911121,7.12111825,0.00997787156,47.60439847,0,0,598.5125009,0,0,193.8731963,0.02911681174
39,Other Organic,Food,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,1702.435267,0.3212957745,713.6911121,37.22915432,0.0521642398,47.60439847,25.72831249,0.5404608254,598.5125009,81.24117604,0.1357384782,1846.63391,0.2773363876
40,Other Organic,Leaves and Grass,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,110.8764051,0.02092538915,713.6911121,0,0,47.60439847,11.88997743,0.2497663622,598.5125009,0,0,122.7663826,0.01843764748
41,Other Organic,Prunings and Trimmings,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,113.7150372,0.02146111612,713.6911121,0,0,47.60439847,9.986108551,0.2097728124,598.5125009,75.9175033,0.1268436385,199.618649,0.02997969154
42,Other Organic,Branches and Stumps,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,91.46977807,0.01726283152,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,91.46977807,0.01373737246
43,Other Organic,Manures,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0,0,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0,0
44,Other Organic,Textiles,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,137.0589834,0.0258667528,713.6911121,1.36627717,0.001914381651,47.60439847,0,0,598.5125009,5.170744899,0.008639326484,143.5960054,0.02156594071
45,Other Organic,Carpet,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,26.32183627,0.004967645429,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,26.32183627,0.003953140331
46,Other Organic,Remainder / Composite Organic,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,229.3358014,0.04328189469,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,229.3358014,0.03444275683
47,Inerts and Other,Concrete,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,9.04540451,0.001707113512,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,9.04540451,0.001358482478
48,Inerts and Other,Asphalt Paving,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,92.25730902,0.01741146,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,92.25730902,0.01385564766
49,Inerts and Other,Asphalt Roofing,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0,0,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0,0
50,Inerts and Other,Clean Dimensional Lumber,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,3.641779212,0.0006873026513,713.6911121,4.093074971,0.005735079086,47.60439847,0,0,598.5125009,0,0,7.734854184,0.001161657709
51,Inerts and Other,Clean Engineered Wood,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,5.177112549,0.0009770617529,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,5.177112549,0.0007775237336
52,Inerts and Other,Clean Pallets & Crates,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,116.858717,0.02205441389,713.6911121,103.3467435,0.1448059836,47.60439847,0,0,598.5125009,0,0,220.2054605,0.03307151819
53,Inerts and Other,Other Wood Waste,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,58.25503163,0.01099430673,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,58.25503163,0.008749021635
54,Inerts and Other,Gypsum Board,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,76.40653842,0.01441998907,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,76.40653842,0.01147510248
55,Inerts and Other,"Rock, Soil and Fines",San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,8.75455549,0.001652222402,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,8.75455549,0.00131480137
56,Inerts and Other,Remainder / Composite Inerts and Other,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,80.67958423,0.01522642887,713.6911121,62.61996759,0.087740994,47.60439847,0,0,598.5125009,0,0,143.2995518,0.02152141788
57,Household Hazardous Waste (HHW),Paint,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0.6398678431,0.0001207604414,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0.6398678431,9.61E-05
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0.07998348039,1.51E-05,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0.07998348039,1.20E-05
59,Household Hazardous Waste (HHW),Used Oil,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0,0,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0,0
60,Household Hazardous Waste (HHW),Batteries,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0.5507693138,0.0001039451289,713.6911121,0.01841222544,2.58E-05,47.60439847,0,0,598.5125009,1.077438077,0.001800193105,1.646619617,0.0002472972762
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,1.584886692,0.0002991111657,713.6911121,0.07280524832,0.000102012267,47.60439847,0,0,598.5125009,0,0,1.65769194,0.0002489601712
62,Special Waste,Ash,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,40.33495759,0.00761230203,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,40.33495759,0.006057698481
63,Special Waste,Treated Medical Waste,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0,0,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0,0
64,Special Waste,Bulky Items,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,19.39962961,0.003661237018,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,19.39962961,0.002913529946
65,Special Waste,Tires,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0,0,713.6911121,0.5734093065,0.0008034418487,47.60439847,0,0,598.5125009,0,0,0.5734093065,8.61E-05
66,Special Waste,Remainder / Composite Special Waste,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,0.3967845619,7.49E-05,713.6911121,0,0,47.60439847,0,0,598.5125009,0,0,0.3967845619,5.96E-05
67,Mixed Residue,Mixed Residue,San Luis Obispo (Countywide),Hotels & Lodging,5298.654393,21.36842895,0.004032802928,713.6911121,0.00526063584,7.37E-06,47.60439847,0,0,598.5125009,0.8810648021,0.001472090893,22.25475439,0.003342326356
0,Paper,Uncoated Corrugated Cardboard,San Joaquin (Countywide),Education,8344.086012,102.8948698,0.01233147281,933.6077385,258.1022196,0.2764568126,144.639384,0,0,358.1922092,40.9339528,0.1142792941,401.9310421,0.04109503611
1,Paper,Paper Bags,San Joaquin (Countywide),Education,8344.086012,26.66559117,0.003195747399,933.6077385,4.299841253,0.004605618694,144.639384,0,0,358.1922092,0.7785153475,0.002173456953,31.74394777,0.003245628088
2,Paper,Newspaper,San Joaquin (Countywide),Education,8344.086012,102.8034253,0.01232051361,933.6077385,19.95536302,0.02137446188,144.639384,0,0,358.1922092,1.94957387,0.005442814834,124.7083622,0.01275068136
3,Paper,White Ledger Paper,San Joaquin (Countywide),Education,8344.086012,295.1137307,0.03536801158,933.6077385,209.479453,0.2243763032,144.639384,0,0,358.1922092,30.29034118,0.08456448914,534.8835249,0.0546886293
4,Paper,Other Office Paper,San Joaquin (Countywide),Education,8344.086012,308.4441565,0.03696560127,933.6077385,95.95297208,0.1027765389,144.639384,0,0,358.1922092,6.665299459,0.01860816424,411.062428,0.0420286655
5,Paper,Magazines and Catalogs,San Joaquin (Countywide),Education,8344.086012,88.62885393,0.01062175699,933.6077385,57.7519839,0.06185893873,144.639384,0,0,358.1922092,9.271194929,0.02588329587,155.6520328,0.01591448591
6,Paper,Phone Books and Directories,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,4.630897024,0.004960217051,144.639384,0,0,358.1922092,0,0,4.630897024,0.0004734814195
7,Paper,Other Miscellaneous Paper - Compostable,San Joaquin (Countywide),Education,8344.086012,30.20274602,0.003619658999,933.6077385,60.58197652,0.06489018249,144.639384,2.990607558,0.02067630181,358.1922092,16.40501714,0.04579948062,110.1803472,0.01126527905
8,Paper,Other Miscellaneous Paper - Other,San Joaquin (Countywide),Education,8344.086012,336.9008528,0.04037600431,933.6077385,65.08649575,0.06971503456,144.639384,5.475800449,0.03785829486,358.1922092,1.381335566,0.003856408739,408.8444846,0.04180189409
9,Paper,Remainder / Composite Paper - Compostable,San Joaquin (Countywide),Education,8344.086012,1064.145453,0.127532896,933.6077385,6.879231086,0.007368438373,144.639384,0,0,358.1922092,0.0001741762548,4.86E-07,1071.024858,0.109505862
10,Paper,Remainder / Composite Paper - Other,San Joaquin (Countywide),Education,8344.086012,419.4669931,0.0502711732,933.6077385,14.91778819,0.01597864668,144.639384,0.06022201838,0.0004163597542,358.1922092,0.1445309126,0.0004035009944,434.5895342,0.04443417086
11,Glass,Clear Glass Bottles and Containers,San Joaquin (Countywide),Education,8344.086012,29.60290427,0.003547770747,933.6077385,1.599561049,0.001713311687,144.639384,0,0,358.1922092,0.596150312,0.001664330761,31.79861563,0.003251217548
12,Glass,Green Glass Bottles and Containers,San Joaquin (Countywide),Education,8344.086012,1.983781828,0.0002377470492,933.6077385,1.507187001,0.001614368582,144.639384,0,0,358.1922092,0,0,3.490968829,0.0003569306051
13,Glass,Brown Glass Bottles and Containers,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0.02394923503,6.69E-05,0.02394923503,2.45E-06
14,Glass,Other Glass Colored Bottles and Containers,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
15,Glass,Flat Glass,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
16,Glass,Remainder / Composite Glass,San Joaquin (Countywide),Education,8344.086012,9.630810554,0.001154207967,933.6077385,0.1006716744,0.0001078308055,144.639384,0,0,358.1922092,0,0,9.731482229,0.0009949856359
17,Metal,Tin/Steel Cans,San Joaquin (Countywide),Education,8344.086012,35.34949142,0.004236472559,933.6077385,0.9619737778,0.001030383252,144.639384,0,0,358.1922092,12.41428656,0.03465817023,48.72575176,0.004981915598
18,Metal,Major Appliances,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
19,Metal,Used Oil Filters,San Joaquin (Countywide),Education,8344.086012,1.244798643,0.0001491833427,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,1.244798643,0.0001272731882
20,Metal,Other Ferrous,San Joaquin (Countywide),Education,8344.086012,33.30512461,0.003991464681,933.6077385,0.7941876538,0.0008506652431,144.639384,0,0,358.1922092,115.8928917,0.3235494485,149.992204,0.0153358024
21,Metal,Aluminum Cans,San Joaquin (Countywide),Education,8344.086012,13.70902813,0.001642963424,933.6077385,5.418625372,0.005803963644,144.639384,0,0,358.1922092,20.76644117,0.05797569192,39.89409467,0.004078931679
22,Metal,Other Non-Ferrous,San Joaquin (Countywide),Education,8344.086012,19.05637071,0.002283817627,933.6077385,0,0,144.639384,0,0,358.1922092,1.294401253,0.00361370577,20.35077197,0.00208074426
23,Metal,Remainder / Composite Metal,San Joaquin (Countywide),Education,8344.086012,32.80544902,0.00393158088,933.6077385,0.1454146408,0.0001557556079,144.639384,0,0,358.1922092,0,0,32.95086367,0.003369027993
24,Electronics,Brown Goods,San Joaquin (Countywide),Education,8344.086012,2.489597286,0.0002983666854,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,2.489597286,0.0002545463765
25,Electronics,Computer-related Electronics,San Joaquin (Countywide),Education,8344.086012,1.506861515,0.0001805903622,933.6077385,16.40948293,0.01757642129,144.639384,0,0,358.1922092,11.84820144,0.03307777539,29.76454589,0.003043246129
26,Electronics,Other Small Consumer Electronics,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
27,Electronics,Video Display Devices,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,6.493279321,0.01812791891,6.493279321,0.0006638988288
28,Plastic,PETE Plastic Containers,San Joaquin (Countywide),Education,8344.086012,60.94909906,0.007304466778,933.6077385,22.51611026,0.02411731323,144.639384,0,0,358.1922092,55.92479759,0.1561306923,139.3900069,0.01425179139
29,Plastic,HDPE Plastic Containers,San Joaquin (Countywide),Education,8344.086012,22.43893107,0.002689201794,933.6077385,0.4586154057,0.0004912292249,144.639384,0,0,358.1922092,3.030454804,0.008460415181,25.92800128,0.002650982475
30,Plastic,Miscellaneous Plastic Containers,San Joaquin (Countywide),Education,8344.086012,29.75689799,0.003566226181,933.6077385,6.442987163,0.00690117155,144.639384,0.2607524023,0.001802775946,358.1922092,0.007466264398,2.08E-05,36.46810382,0.003728644683
31,Plastic,Plastic Trash Bags,San Joaquin (Countywide),Education,8344.086012,268.8275872,0.03221773922,933.6077385,0.3915009561,0.0004193420212,144.639384,0,0,358.1922092,0.0009579694014,2.67E-06,269.2200461,0.02752613348
32,Plastic,Plastic Grocery and Other Merchandise Bags,San Joaquin (Countywide),Education,8344.086012,13.2290749,0.001585443257,933.6077385,0.3355722481,0.0003594360182,144.639384,0,0,358.1922092,0,0,13.56464715,0.001386903737
33,Plastic,Non-Bag Commercial and Industrial Packaging Film,San Joaquin (Countywide),Education,8344.086012,11.61964444,0.001392560482,933.6077385,0.760630429,0.0008147216413,144.639384,0,0,358.1922092,0,0,12.38027486,0.001265808781
34,Plastic,Film Products,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,3.680108987,0.003941815,144.639384,0,0,358.1922092,0,0,3.680108987,0.0003762690508
35,Plastic,Other Film - Other,San Joaquin (Countywide),Education,8344.086012,163.0612294,0.0195421319,933.6077385,11.21370596,0.01201115361,144.639384,0,0,358.1922092,0,0,174.2749354,0.0178185659
36,Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,San Joaquin (Countywide),Education,8344.086012,4.745408129,0.0005687151501,933.6077385,8.680135484,0.009297411671,144.639384,0,0,358.1922092,0.0002612643822,7.29E-07,13.42580488,0.001372707948
37,Plastic,Durable Plastic Items - Other,San Joaquin (Countywide),Education,8344.086012,73.47332773,0.008805437482,933.6077385,2.99777875,0.003210961763,144.639384,0,0,358.1922092,0,0,76.47110648,0.007818711551
38,Plastic,Remainder / Composite Plastic,San Joaquin (Countywide),Education,8344.086012,445.5305684,0.05339477179,933.6077385,2.539163344,0.002719732538,144.639384,0,0,358.1922092,0,0,448.0697318,0.04581244013
39,Other Organic,Food,San Joaquin (Countywide),Education,8344.086012,2818.093807,0.3377354696,933.6077385,3.439615543,0.003684219187,144.639384,109.7767614,0.7589686731,358.1922092,7.198225506,0.02009598568,2938.50841,0.3004448439
40,Other Organic,Leaves and Grass,San Joaquin (Countywide),Education,8344.086012,327.9935893,0.0393085101,933.6077385,0,0,144.639384,13.03762012,0.09013879728,358.1922092,14.40989029,0.04022949109,355.4410997,0.03634171859
41,Other Organic,Prunings and Trimmings,San Joaquin (Countywide),Education,8344.086012,24.67075618,0.002956675679,933.6077385,39.67582546,0.04249731855,144.639384,13.03762012,0.09013879728,358.1922092,0,0,77.38420176,0.007912070062
42,Other Organic,Branches and Stumps,San Joaquin (Countywide),Education,8344.086012,96.11155839,0.01151852441,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,96.11155839,0.009826829849
43,Other Organic,Manures,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
44,Other Organic,Textiles,San Joaquin (Countywide),Education,8344.086012,156.5150268,0.01875759988,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,156.5150268,0.01600272187
45,Other Organic,Carpet,San Joaquin (Countywide),Education,8344.086012,249.0527004,0.02984781078,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,249.0527004,0.02546414346
46,Other Organic,Remainder / Composite Organic,San Joaquin (Countywide),Education,8344.086012,343.4481168,0.04116066353,933.6077385,2.259519804,0.002420202523,144.639384,0,0,358.1922092,0,0,345.7076366,0.03534653043
47,Inerts and Other,Concrete,San Joaquin (Countywide),Education,8344.086012,18.08233818,0.002167084347,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,18.08233818,0.001848810524
48,Inerts and Other,Asphalt Paving,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
49,Inerts and Other,Asphalt Roofing,San Joaquin (Countywide),Education,8344.086012,1.572377233,0.0001884421171,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,1.572377233,0.0001607661325
50,Inerts and Other,Clean Dimensional Lumber,San Joaquin (Countywide),Education,8344.086012,8.320496193,0.0009971728696,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,8.320496193,0.0008507207845
51,Inerts and Other,Clean Engineered Wood,San Joaquin (Countywide),Education,8344.086012,10.22045202,0.001224873761,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,10.22045202,0.001044979861
52,Inerts and Other,Clean Pallets & Crates,San Joaquin (Countywide),Education,8344.086012,35.5750349,0.004263502899,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,35.5750349,0.003637333748
53,Inerts and Other,Other Wood Waste,San Joaquin (Countywide),Education,8344.086012,111.5077521,0.0133636868,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,111.5077521,0.01140099823
54,Inerts and Other,Gypsum Board,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
55,Inerts and Other,"Rock, Soil and Fines",San Joaquin (Countywide),Education,8344.086012,16.24789808,0.00194723521,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,16.24789808,0.001661250036
56,Inerts and Other,Remainder / Composite Inerts and Other,San Joaquin (Countywide),Education,8344.086012,34.69712428,0.004158289384,933.6077385,3.641143196,0.003900078208,144.639384,0,0,358.1922092,0,0,38.33826748,0.00391985769
57,Household Hazardous Waste (HHW),Paint,San Joaquin (Countywide),Education,8344.086012,0.9172200528,0.0001099245683,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0.9172200528,9.38E-05
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,San Joaquin (Countywide),Education,8344.086012,1.506861515,0.0001805903622,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,1.506861515,0.0001540675436
59,Household Hazardous Waste (HHW),Used Oil,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
60,Household Hazardous Waste (HHW),Batteries,San Joaquin (Countywide),Education,8344.086012,1.099767777,0.0001318020662,933.6077385,0,0,144.639384,0,0,358.1922092,0.4706190926,0.001313873056,1.57038687,0.0001605626298
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,San Joaquin (Countywide),Education,8344.086012,15.28481702,0.001831814413,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,15.28481702,0.00156278078
62,Special Waste,Ash,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
63,Special Waste,Treated Medical Waste,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
64,Special Waste,Bulky Items,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
65,Special Waste,Tires,San Joaquin (Countywide),Education,8344.086012,0,0,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,0,0
66,Special Waste,Remainder / Composite Special Waste,San Joaquin (Countywide),Education,8344.086012,2.751660158,0.0003297737049,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,2.751660158,0.0002813407319
67,Mixed Residue,Mixed Residue,San Joaquin (Countywide),Education,8344.086012,20.83399834,0.002496858052,933.6077385,0,0,144.639384,0,0,358.1922092,0,0,20.83399834,0.002130151256
0,Paper,Uncoated Corrugated Cardboard,Alameda (Countywide),Multifamily,118579.3701,4230.807793,0.03567912184,21030.13605,4046.765537,0.1924269785,583.3194056,0,0,0,0,0,8277.57333,0.05904420071
1,Paper,Paper Bags,Alameda (Countywide),Multifamily,118579.3701,625.4665271,0.005274665624,21030.13605,196.0990092,0.009324666691,583.3194056,0,0,0,0,0,821.5655362,0.005860253783
2,Paper,Newspaper,Alameda (Countywide),Multifamily,118579.3701,5505.768713,0.04643108417,21030.13605,4031.641588,0.1917078224,583.3194056,0,0,0,0,0,9537.410301,0.06803065894
3,Paper,White Ledger Paper,Alameda (Countywide),Multifamily,118579.3701,626.917416,0.005286901217,21030.13605,429.7443074,0.02043468983,583.3194056,0,0,0,0,0,1056.661723,0.007537202558
4,Paper,Other Office Paper,Alameda (Countywide),Multifamily,118579.3701,698.1893056,0.005887949186,21030.13605,582.3160709,0.02768960075,583.3194056,0,0,0,0,0,1280.505377,0.009133886642
5,Paper,Magazines and Catalogs,Alameda (Countywide),Multifamily,118579.3701,886.7415351,0.007478042213,21030.13605,436.1260012,0.02073814454,583.3194056,0,0,0,0,0,1322.867536,0.00943605731
6,Paper,Phone Books and Directories,Alameda (Countywide),Multifamily,118579.3701,36.3286146,0.0003063653869,21030.13605,76.84176975,0.00365388838,583.3194056,0,0,0,0,0,113.1703843,0.000807248045
7,Paper,Other Miscellaneous Paper - Compostable,Alameda (Countywide),Multifamily,118579.3701,350.962476,0.002959726263,21030.13605,307.7776695,0.01463507743,583.3194056,10.80614962,0.01852527023,0,0,0,669.5462951,0.004775895574
8,Paper,Other Miscellaneous Paper - Other,Alameda (Countywide),Multifamily,118579.3701,5595.874496,0.04719096156,21030.13605,914.0167765,0.04346223791,583.3194056,0,0,0,0,0,6509.891272,0.04643526691
9,Paper,Remainder / Composite Paper - Compostable,Alameda (Countywide),Multifamily,118579.3701,8027.25255,0.06769518631,21030.13605,89.3382015,0.00424810383,583.3194056,0,0,0,0,0,8116.590751,0.05789590673
10,Paper,Remainder / Composite Paper - Other,Alameda (Countywide),Multifamily,118579.3701,1294.816239,0.01091940561,21030.13605,509.4565204,0.02422507011,583.3194056,0,0,0,0,0,1804.27276,0.01286993648
11,Glass,Clear Glass Bottles and Containers,Alameda (Countywide),Multifamily,118579.3701,1946.99929,0.01641937622,21030.13605,945.8545172,0.04497614827,583.3194056,0,0,0,0,0,2892.853807,0.02063482062
12,Glass,Green Glass Bottles and Containers,Alameda (Countywide),Multifamily,118579.3701,176.4283606,0.001487850378,21030.13605,876.7590469,0.0416906027,583.3194056,0,0,0,0,0,1053.187408,0.00751242015
13,Glass,Brown Glass Bottles and Containers,Alameda (Countywide),Multifamily,118579.3701,808.8639404,0.006821287209,21030.13605,549.5011671,0.02612922549,583.3194056,0,0,0,0,0,1358.365108,0.009689262644
14,Glass,Other Glass Colored Bottles and Containers,Alameda (Countywide),Multifamily,118579.3701,73.43097351,0.0006192558913,21030.13605,2.055230503,9.77E-05,583.3194056,0,0,0,0,0,75.48620401,0.0005384455568
15,Glass,Flat Glass,Alameda (Countywide),Multifamily,118579.3701,68.75879993,0.0005798546567,21030.13605,0,0,583.3194056,0,0,0,0,0,68.75879993,0.000490458764
16,Glass,Remainder / Composite Glass,Alameda (Countywide),Multifamily,118579.3701,472.0617733,0.003980977239,21030.13605,0,0,583.3194056,0,0,0,0,0,472.0617733,0.003367232036
17,Metal,Tin/Steel Cans,Alameda (Countywide),Multifamily,118579.3701,1102.235013,0.009295335374,21030.13605,317.9853362,0.01512046025,583.3194056,0,0,0,0,0,1420.220349,0.0101304781
18,Metal,Major Appliances,Alameda (Countywide),Multifamily,118579.3701,1.296404255,1.09E-05,21030.13605,0,0,583.3194056,0,0,0,0,0,1.296404255,9.25E-06
19,Metal,Used Oil Filters,Alameda (Countywide),Multifamily,118579.3701,0,0,21030.13605,0,0,583.3194056,0,0,0,0,0,0,0
20,Metal,Other Ferrous,Alameda (Countywide),Multifamily,118579.3701,897.1105257,0.007565485675,21030.13605,284.9144808,0.01354791429,583.3194056,0,0,0,0,0,1182.025007,0.008431422949
21,Metal,Aluminum Cans,Alameda (Countywide),Multifamily,118579.3701,270.0520008,0.002277394463,21030.13605,108.7548416,0.005171380791,583.3194056,0,0,0,0,0,378.8068425,0.00270204157
22,Metal,Other Non-Ferrous,Alameda (Countywide),Multifamily,118579.3701,911.5365314,0.007687142635,21030.13605,25.49975184,0.00121253385,583.3194056,0,0,0,0,0,937.0362832,0.00668391039
23,Metal,Remainder / Composite Metal,Alameda (Countywide),Multifamily,118579.3701,1010.746428,0.00852379657,21030.13605,23.74179883,0.001128941761,583.3194056,0,0,0,0,0,1034.488227,0.007379038284
24,Electronics,Brown Goods,Alameda (Countywide),Multifamily,118579.3701,537.6815994,0.004534360395,21030.13605,0,0,583.3194056,0,0,0,0,0,537.6815994,0.003835300396
25,Electronics,Computer-related Electronics,Alameda (Countywide),Multifamily,118579.3701,239.1826592,0.002017068053,21030.13605,20.92791202,0.0009951391644,583.3194056,0,0,0,0,0,260.1105712,0.001855377194
26,Electronics,Other Small Consumer Electronics,Alameda (Countywide),Multifamily,118579.3701,310.2803818,0.002616647243,21030.13605,68.97676281,0.003279900931,583.3194056,0,0,0,0,0,379.2571446,0.00270525359
27,Electronics,Video Display Devices,Alameda (Countywide),Multifamily,118579.3701,774.6249683,0.006532544133,21030.13605,156.5563527,0.007444381355,583.3194056,0,0,0,0,0,931.181321,0.006642146753
28,Plastic,PETE Plastic Containers,Alameda (Countywide),Multifamily,118579.3701,1097.541215,0.009255751777,21030.13605,1082.638113,0.05148031904,583.3194056,1.54373566,0.002646467176,0,0,0,2181.723065,0.01556230182
29,Plastic,HDPE Plastic Containers,Alameda (Countywide),Multifamily,118579.3701,552.9342696,0.004662988758,21030.13605,426.4959777,0.02028022913,583.3194056,0,0,0,0,0,979.4302473,0.006986307919
30,Plastic,Miscellaneous Plastic Containers,Alameda (Countywide),Multifamily,118579.3701,756.9647325,0.00638361236,21030.13605,347.7088755,0.01653383861,583.3194056,0,0,0,0,0,1104.673608,0.007879672898
31,Plastic,Plastic Trash Bags,Alameda (Countywide),Multifamily,118579.3701,1336.48135,0.01127077458,21030.13605,88.6297294,0.004214415408,583.3194056,0,0,0,0,0,1425.111079,0.01016536384
